year,origin,destin,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1998,"""DENVER, CO""","""WASHINGTON, DC""",562,1454,1239,255,0.7788,7.282073,1,0,0,5.541264,53.02859,0.7788,7.12206
1999,"""DENVER, CO""","""WASHINGTON, DC""",562,1454,1169,291,0.728,7.282073,0,1,0,5.673323,53.02859,0.728,7.063904
2000,"""DENVER, CO""","""WASHINGTON, DC""",562,1454,1348,292,0.6656,7.282073,0,0,1,5.676754,53.02859,0.6656,7.206378
1997,"""DENVER, CO""","""WICHITA, KS""",563,419,116,203,0.4939,6.037871,0,0,0,5.313206,36.45588,0.4939,4.75359
1998,"""DENVER, CO""","""WICHITA, KS""",563,419,102,212,0.9649,6.037871,1,0,0,5.356586,36.45588,0.9649,4.624973
1999,"""DENVER, CO""","""WICHITA, KS""",563,419,94,235,0.9885,6.037871,0,1,0,5.459586,36.45588,0.9885,4.543295
2000,"""DENVER, CO""","""WICHITA, KS""",563,419,95,245,0.9737,6.037871,0,0,1,5.501258,36.45588,0.9737,4.553877
1997,"""DES MOINES, IA""","""LAS VEGAS, NV""",564,1218,149,131,0.3411,7.104965,0,0,0,4.875197,50.48053,0.3411,5.003946
1998,"""DES MOINES, IA""","""LAS VEGAS, NV""",564,1218,141,140,0.6083,7.104965,1,0,0,4.941642,50.48053,0.6083,4.94876
1999,"""DES MOINES, IA""","""LAS VEGAS, NV""",564,1218,122,165,0.4344,7.104965,0,1,0,5.105946,50.48053,0.4344,4.804021
2000,"""DES MOINES, IA""","""LAS VEGAS, NV""",564,1218,126,161,0.4273,7.104965,0,0,1,5.081404,50.48053,0.4273,4.836282
1997,"""DES MOINES, IA""","""ORLANDO, FL""",565,1143,186,128,0.3277,7.041412,0,0,0,4.85203,49.58148,0.3277,5.225747
1998,"""DES MOINES, IA""","""ORLANDO, FL""",565,1143,211,122,0.4015,7.041412,1,0,0,4.804021,49.58148,0.4015,5.351858
1999,"""DES MOINES, IA""","""ORLANDO, FL""",565,1143,102,191,0.4347,7.041412,0,1,0,5.252274,49.58148,0.4347,4.624973
2000,"""DES MOINES, IA""","""ORLANDO, FL""",565,1143,132,152,0.2947,7.041412,0,0,1,5.02388,49.58148,0.2947,4.882802
1997,"""DES MOINES, IA""","""PHOENIX, AZ""",566,1152,112,167,0.4815,7.049255,0,0,0,5.117994,49.69199,0.4815,4.718499
1998,"""DES MOINES, IA""","""PHOENIX, AZ""",566,1152,105,154,0.5057,7.049255,1,0,0,5.036952,49.69199,0.5057,4.65396
1999,"""DES MOINES, IA""","""PHOENIX, AZ""",566,1152,77,181,0.4316,7.049255,0,1,0,5.198497,49.69199,0.4316,4.343805
2000,"""DES MOINES, IA""","""PHOENIX, AZ""",566,1152,107,170,0.465,7.049255,0,0,1,5.135798,49.69199,0.465,4.672829
1997,"""DETROIT, MI""","""FT. LAUDERDALE, FL""",567,1127,727,133,0.5812,7.027315,0,0,0,4.890349,49.38315,0.5812,6.588926
1998,"""DETROIT, MI""","""FT. LAUDERDALE, FL""",567,1127,719,133,0.501,7.027315,1,0,0,4.890349,49.38315,0.501,6.577861
1999,"""DETROIT, MI""","""FT. LAUDERDALE, FL""",567,1127,692,144,0.4394,7.027315,0,1,0,4.969813,49.38315,0.4394,6.539586
2000,"""DETROIT, MI""","""FT. LAUDERDALE, FL""",567,1127,832,151,0.5174,7.027315,0,0,1,5.01728,49.38315,0.5174,6.723833
1997,"""DETROIT, MI""","""FT. MYERS, FL""",568,1085,700,131,0.5482,6.989335,0,0,0,4.875197,48.8508,0.5482,6.55108
1998,"""DETROIT, MI""","""FT. MYERS, FL""",568,1085,797,123,0.518,6.989335,1,0,0,4.812184,48.8508,0.518,6.680855
1999,"""DETROIT, MI""","""FT. MYERS, FL""",568,1085,793,141,0.4801,6.989335,0,1,0,4.94876,48.8508,0.4801,6.675823
2000,"""DETROIT, MI""","""FT. MYERS, FL""",568,1085,846,152,0.542,6.989335,0,0,1,5.02388,48.8508,0.542,6.74052
1997,"""DETROIT, MI""","""HARTFORD, CT""",569,548,235,277,0.8888,6.306275,0,0,0,5.624018,39.76911,0.8888,5.459586
1998,"""DETROIT, MI""","""HARTFORD, CT""",569,548,263,240,0.8916,6.306275,1,0,0,5.480639,39.76911,0.8916,5.572154
1999,"""DETROIT, MI""","""HARTFORD, CT""",569,548,243,249,0.8027,6.306275,0,1,0,5.517453,39.76911,0.8027,5.493062
2000,"""DETROIT, MI""","""HARTFORD, CT""",569,548,252,251,0.7498,6.306275,0,0,1,5.525453,39.76911,0.7498,5.529429
1997,"""DETROIT, MI""","""HOUSTON, TX""",570,1077,587,182,0.449,6.981935,0,0,0,5.204007,48.74741,0.449,6.375025
1998,"""DETROIT, MI""","""HOUSTON, TX""",570,1077,610,171,0.5072,6.981935,1,0,0,5.141664,48.74741,0.5072,6.413459
1999,"""DETROIT, MI""","""HOUSTON, TX""",570,1077,683,163,0.4283,6.981935,0,1,0,5.09375,48.74741,0.4283,6.526495
2000,"""DETROIT, MI""","""HOUSTON, TX""",570,1077,676,190,0.4188,6.981935,0,0,1,5.247024,48.74741,0.4188,6.516193
1997,"""DETROIT, MI""","""INDIANAPOLIS, IN""",571,231,589,90,0.9633999,5.442418,0,0,0,4.49981,29.61991,0.9633999,6.378426
1998,"""DETROIT, MI""","""INDIANAPOLIS, IN""",571,231,672,91,0.7823001,5.442418,1,0,0,4.510859,29.61991,0.7823001,6.510258
1999,"""DETROIT, MI""","""INDIANAPOLIS, IN""",571,231,603,89,0.9022,5.442418,0,1,0,4.488636,29.61991,0.9022,6.401917
2000,"""DETROIT, MI""","""INDIANAPOLIS, IN""",571,231,494,151,0.9497,5.442418,0,0,1,5.01728,29.61991,0.9497,6.202536
1997,"""DETROIT, MI""","""JACKSONVILLE, FL""",572,815,225,136,0.754,6.703188,0,0,0,4.912655,44.93273,0.754,5.416101
1998,"""DETROIT, MI""","""JACKSONVILLE, FL""",572,815,222,155,0.7212999,6.703188,1,0,0,5.043425,44.93273,0.7212999,5.402678
1999,"""DETROIT, MI""","""JACKSONVILLE, FL""",572,815,224,149,0.7088,6.703188,0,1,0,5.003946,44.93273,0.7088,5.411646
2000,"""DETROIT, MI""","""JACKSONVILLE, FL""",572,815,229,182,0.7146,6.703188,0,0,1,5.204007,44.93273,0.7146,5.433722
1997,"""DETROIT, MI""","""KANSAS CITY, MO""",573,630,495,137,0.6414,6.44572,0,0,0,4.919981,41.5473,0.6414,6.204558
1998,"""DETROIT, MI""","""KANSAS CITY, MO""",573,630,496,138,0.6236,6.44572,1,0,0,4.927254,41.5473,0.6236,6.206576
1999,"""DETROIT, MI""","""KANSAS CITY, MO""",573,630,507,145,0.7007,6.44572,0,1,0,4.976734,41.5473,0.7007,6.228511
2000,"""DETROIT, MI""","""KANSAS CITY, MO""",573,630,471,155,0.6715,6.44572,0,0,1,5.043425,41.5473,0.6715,6.154858
1997,"""DETROIT, MI""","""LAS VEGAS, NV""",574,1750,970,164,0.7242,7.467371,0,0,0,5.099866,55.76163,0.7242,6.877296
1998,"""DETROIT, MI""","""LAS VEGAS, NV""",574,1750,818,186,0.7207,7.467371,1,0,0,5.225747,55.76163,0.7207,6.706862
1999,"""DETROIT, MI""","""LAS VEGAS, NV""",574,1750,1747,136,0.4664,7.467371,0,1,0,4.912655,55.76163,0.4664,7.465655
2000,"""DETROIT, MI""","""LAS VEGAS, NV""",574,1750,1645,159,0.5411,7.467371,0,0,1,5.068904,55.76163,0.5411,7.405496
1997,"""DETROIT, MI""","""LOS ANGELES, CA""",575,1979,1093,239,0.629,7.590347,0,0,0,5.476463,57.61337,0.629,6.996682
1998,"""DETROIT, MI""","""LOS ANGELES, CA""",575,1979,1129,232,0.6201,7.590347,1,0,0,5.446737,57.61337,0.6201,7.029088
1999,"""DETROIT, MI""","""LOS ANGELES, CA""",575,1979,1387,217,0.5091,7.590347,0,1,0,5.379897,57.61337,0.5091,7.234899
2000,"""DETROIT, MI""","""LOS ANGELES, CA""",575,1979,1280,253,0.4853,7.590347,0,0,1,5.53339,57.61337,0.4853,7.154615
1997,"""DETROIT, MI""","""LOUISVILLE, KY""",576,306,268,144,0.7189,5.723585,0,0,0,4.969813,32.75943,0.7189,5.590987
1998,"""DETROIT, MI""","""LOUISVILLE, KY""",576,306,239,145,0.751,5.723585,1,0,0,4.976734,32.75943,0.751,5.476463
1999,"""DETROIT, MI""","""LOUISVILLE, KY""",576,306,257,145,0.8196,5.723585,0,1,0,4.976734,32.75943,0.8196,5.549076
2000,"""DETROIT, MI""","""LOUISVILLE, KY""",576,306,268,161,0.8236,5.723585,0,0,1,5.081404,32.75943,0.8236,5.590987
1997,"""DETROIT, MI""","""MEMPHIS, TN""",577,610,195,231,0.8196,6.413459,0,0,0,5.442418,41.13245,0.8196,5.273
1998,"""DETROIT, MI""","""MEMPHIS, TN""",577,610,203,222,0.8696,6.413459,1,0,0,5.402678,41.13245,0.8696,5.313206
1999,"""DETROIT, MI""","""MEMPHIS, TN""",577,610,190,251,0.8406,6.413459,0,1,0,5.525453,41.13245,0.8406,5.247024
2000,"""DETROIT, MI""","""MEMPHIS, TN""",577,610,181,254,0.8518,6.413459,0,0,1,5.537334,41.13245,0.8518,5.198497
1997,"""DETROIT, MI""","""MIAMI, FL""",578,1145,574,161,0.7691,7.04316,0,0,0,5.081404,49.6061,0.7691,6.352629
1998,"""DETROIT, MI""","""MIAMI, FL""",578,1145,526,160,0.7237,7.04316,1,0,0,5.075174,49.6061,0.7237,6.265301
1999,"""DETROIT, MI""","""MIAMI, FL""",578,1145,588,168,0.7465,7.04316,0,1,0,5.123964,49.6061,0.7465,6.376727
2000,"""DETROIT, MI""","""MIAMI, FL""",578,1145,504,184,0.7073,7.04316,0,0,1,5.214936,49.6061,0.7073,6.222576
1997,"""DETROIT, MI""","""MILWAUKEE, WI""",579,238,449,105,0.97,5.47227,0,0,0,4.65396,29.94574,0.97,6.107023
1998,"""DETROIT, MI""","""MILWAUKEE, WI""",579,238,408,114,0.9733,5.47227,1,0,0,4.736198,29.94574,0.9733,6.011267
1999,"""DETROIT, MI""","""MILWAUKEE, WI""",579,238,477,124,0.971,5.47227,0,1,0,4.820282,29.94574,0.971,6.167517
2000,"""DETROIT, MI""","""MILWAUKEE, WI""",579,238,391,164,0.9737999,5.47227,0,0,1,5.099866,29.94574,0.9737999,5.968708
1997,"""DETROIT, MI""","""MINNEAPOLIS, MN""",580,528,587,298,0.9255,6.269096,0,0,0,5.697093,39.30157,0.9255,6.375025
1998,"""DETROIT, MI""","""MINNEAPOLIS, MN""",580,528,616,256,0.9471,6.269096,1,0,0,5.545177,39.30157,0.9471,6.423247
1999,"""DETROIT, MI""","""MINNEAPOLIS, MN""",580,528,927,180,0.7939,6.269096,0,1,0,5.192957,39.30157,0.7939,6.831954
2000,"""DETROIT, MI""","""MINNEAPOLIS, MN""",580,528,1002,175,0.7937,6.269096,0,0,1,5.164786,39.30157,0.7937,6.909753
1997,"""DETROIT, MI""","""MYRTLE BEACH, SC""",581,636,132,92,0.7288,6.455199,0,0,0,4.521789,41.66959,0.7288,4.882802
1998,"""DETROIT, MI""","""MYRTLE BEACH, SC""",581,636,177,99,0.8476999,6.455199,1,0,0,4.59512,41.66959,0.8476999,5.17615
1999,"""DETROIT, MI""","""MYRTLE BEACH, SC""",581,636,213,96,0.9217,6.455199,0,1,0,4.564348,41.66959,0.9217,5.361292
2000,"""DETROIT, MI""","""MYRTLE BEACH, SC""",581,636,202,100,0.9188,6.455199,0,0,1,4.60517,41.66959,0.9188,5.308268
1997,"""DETROIT, MI""","""NASHVILLE, TN""",582,457,791,104,0.7437,6.124683,0,0,0,4.644391,37.51175,0.7437,6.673298
1998,"""DETROIT, MI""","""NASHVILLE, TN""",582,457,775,105,0.6706,6.124683,1,0,0,4.65396,37.51175,0.6706,6.652863
1999,"""DETROIT, MI""","""NASHVILLE, TN""",582,457,777,104,0.7376,6.124683,0,1,0,4.644391,37.51175,0.7376,6.65544
2000,"""DETROIT, MI""","""NASHVILLE, TN""",582,457,756,112,0.6971,6.124683,0,0,1,4.718499,37.51175,0.6971,6.628041
1997,"""DETROIT, MI""","""NEW ORLEANS, LA""",583,926,281,160,0.7481,6.830874,0,0,0,5.075174,46.66085,0.7481,5.638355
1998,"""DETROIT, MI""","""NEW ORLEANS, LA""",583,926,282,148,0.7467,6.830874,1,0,0,4.997212,46.66085,0.7467,5.641907
1999,"""DETROIT, MI""","""NEW ORLEANS, LA""",583,926,290,162,0.6973,6.830874,0,1,0,5.087596,46.66085,0.6973,5.669881
2000,"""DETROIT, MI""","""NEW ORLEANS, LA""",583,926,313,177,0.6875,6.830874,0,0,1,5.17615,46.66085,0.6875,5.746203
1997,"""DETROIT, MI""","""NEW YORK, NY""",584,495,2608,139,0.6619999,6.204558,0,0,0,4.934474,38.49654,0.6619999,7.866339
1998,"""DETROIT, MI""","""NEW YORK, NY""",584,495,3038,126,0.6116,6.204558,1,0,0,4.836282,38.49654,0.6116,8.018954
1999,"""DETROIT, MI""","""NEW YORK, NY""",584,495,3063,138,0.6661,6.204558,0,1,0,4.927254,38.49654,0.6661,8.02715
2000,"""DETROIT, MI""","""NEW YORK, NY""",584,495,2646,187,0.7104,6.204558,0,0,1,5.231109,38.49654,0.7104,7.880805
1997,"""DETROIT, MI""","""OKLAHOMA CITY, OK""",585,902,124,147,0.3135,6.804615,0,0,0,4.990433,46.30278,0.3135,4.820282
1998,"""DETROIT, MI""","""OKLAHOMA CITY, OK""",585,902,125,160,0.3522,6.804615,1,0,0,5.075174,46.30278,0.3522,4.828314
1999,"""DETROIT, MI""","""OKLAHOMA CITY, OK""",585,902,134,154,0.3144,6.804615,0,1,0,5.036952,46.30278,0.3144,4.89784
2000,"""DETROIT, MI""","""OKLAHOMA CITY, OK""",585,902,135,169,0.3749,6.804615,0,0,1,5.129899,46.30278,0.3749,4.905275
1997,"""DETROIT, MI""","""ORLANDO, FL""",586,957,1334,118,0.7199,6.863803,0,0,0,4.770685,47.1118,0.7199,7.195937
1998,"""DETROIT, MI""","""ORLANDO, FL""",586,957,1558,114,0.6535,6.863803,1,0,0,4.736198,47.1118,0.6535,7.351158
1999,"""DETROIT, MI""","""ORLANDO, FL""",586,957,1794,123,0.6235,6.863803,0,1,0,4.812184,47.1118,0.6235,7.492203
2000,"""DETROIT, MI""","""ORLANDO, FL""",586,957,1601,146,0.551,6.863803,0,0,1,4.983607,47.1118,0.551,7.378384
1997,"""DETROIT, MI""","""PHILADELPHIA, PA""",587,453,705,226,0.5847,6.115892,0,0,0,5.420535,37.40413,0.5847,6.558198
1998,"""DETROIT, MI""","""PHILADELPHIA, PA""",587,453,991,114,0.5098,6.115892,1,0,0,4.736198,37.40413,0.5098,6.898715
1999,"""DETROIT, MI""","""PHILADELPHIA, PA""",587,453,970,120,0.5988,6.115892,0,1,0,4.787492,37.40413,0.5988,6.877296
2000,"""DETROIT, MI""","""PHILADELPHIA, PA""",587,453,780,190,0.5807,6.115892,0,0,1,5.247024,37.40413,0.5807,6.659294
1997,"""DETROIT, MI""","""PHOENIX, AZ""",588,1671,915,179,0.6168,7.421177,0,0,0,5.187386,55.07388,0.6168,6.818924
1998,"""DETROIT, MI""","""PHOENIX, AZ""",588,1671,984,174,0.5451,7.421177,1,0,0,5.159055,55.07388,0.5451,6.891626
1999,"""DETROIT, MI""","""PHOENIX, AZ""",588,1671,1052,165,0.5538,7.421177,0,1,0,5.105946,55.07388,0.5538,6.958448
2000,"""DETROIT, MI""","""PHOENIX, AZ""",588,1671,1069,185,0.5015,7.421177,0,0,1,5.220356,55.07388,0.5015,6.974479
1997,"""DETROIT, MI""","""PITTSBURGH, PA""",589,201,220,241,0.5674,5.303305,0,0,0,5.484797,28.12504,0.5674,5.393628
1998,"""DETROIT, MI""","""PITTSBURGH, PA""",589,201,220,219,0.6108,5.303305,1,0,0,5.389072,28.12504,0.6108,5.393628
1999,"""DETROIT, MI""","""PITTSBURGH, PA""",589,201,215,227,0.5416,5.303305,0,1,0,5.42495,28.12504,0.5416,5.370638
2000,"""DETROIT, MI""","""PITTSBURGH, PA""",589,201,203,252,0.5155,5.303305,0,0,1,5.529429,28.12504,0.5155,5.313206
1997,"""DETROIT, MI""","""PORTLAND, OR""",590,1955,202,249,0.6735,7.578146,0,0,0,5.517453,57.42829,0.6735,5.308268
1998,"""DETROIT, MI""","""PORTLAND, OR""",590,1955,177,295,0.5202,7.578146,1,0,0,5.686975,57.42829,0.5202,5.17615
1999,"""DETROIT, MI""","""PORTLAND, OR""",590,1955,187,260,0.408,7.578146,0,1,0,5.560682,57.42829,0.408,5.231109
2000,"""DETROIT, MI""","""PORTLAND, OR""",590,1955,202,289,0.4389,7.578146,0,0,1,5.666427,57.42829,0.4389,5.308268
1997,"""DETROIT, MI""","""RALEIGH/DURHAM, NC""",591,501,278,191,0.8731,6.216606,0,0,0,5.252274,38.64619,0.8731,5.627621
1998,"""DETROIT, MI""","""RALEIGH/DURHAM, NC""",591,501,308,188,0.8256,6.216606,1,0,0,5.236442,38.64619,0.8256,5.7301
1999,"""DETROIT, MI""","""RALEIGH/DURHAM, NC""",591,501,393,170,0.6429,6.216606,0,1,0,5.135798,38.64619,0.6429,5.97381
2000,"""DETROIT, MI""","""RALEIGH/DURHAM, NC""",591,501,401,174,0.6445,6.216606,0,0,1,5.159055,38.64619,0.6445,5.993961
1997,"""DETROIT, MI""","""RENO, NV""",592,1906,220,126,0.7755001,7.552762,0,0,0,4.836282,57.04422,0.7755001,5.393628
1998,"""DETROIT, MI""","""RENO, NV""",592,1906,167,147,0.7728,7.552762,1,0,0,4.990433,57.04422,0.7728,5.117994
1999,"""DETROIT, MI""","""RENO, NV""",592,1906,97,195,0.5152,7.552762,0,1,0,5.273,57.04422,0.5152,4.574711
2000,"""DETROIT, MI""","""RENO, NV""",592,1906,82,199,0.3165,7.552762,0,0,1,5.293305,57.04422,0.3165,4.406719
1997,"""DETROIT, MI""","""SALT LAKE CITY, UT""",593,1483,166,191,0.3466,7.301822,0,0,0,5.252274,53.31661,0.3466,5.111988
1998,"""DETROIT, MI""","""SALT LAKE CITY, UT""",593,1483,177,233,0.5129,7.301822,1,0,0,5.451038,53.31661,0.5129,5.17615
1999,"""DETROIT, MI""","""SALT LAKE CITY, UT""",593,1483,203,185,0.629,7.301822,0,1,0,5.220356,53.31661,0.629,5.313206
2000,"""DETROIT, MI""","""SALT LAKE CITY, UT""",593,1483,186,204,0.6179,7.301822,0,0,1,5.31812,53.31661,0.6179,5.225747
1997,"""DETROIT, MI""","""SAN ANTONIO, TX""",594,1218,183,188,0.3237,7.104965,0,0,0,5.236442,50.48053,0.3237,5.209486
1998,"""DETROIT, MI""","""SAN ANTONIO, TX""",594,1218,175,193,0.2714,7.104965,1,0,0,5.26269,50.48053,0.2714,5.164786
1999,"""DETROIT, MI""","""SAN ANTONIO, TX""",594,1218,190,180,0.2417,7.104965,0,1,0,5.192957,50.48053,0.2417,5.247024
2000,"""DETROIT, MI""","""SAN ANTONIO, TX""",594,1218,192,197,0.2508,7.104965,0,0,1,5.283204,50.48053,0.2508,5.257495
1997,"""DETROIT, MI""","""SAN DIEGO, CA""",595,1958,421,205,0.6058,7.579679,0,0,0,5.32301,57.45153,0.6058,6.042633
1998,"""DETROIT, MI""","""SAN DIEGO, CA""",595,1958,334,235,0.4722,7.579679,1,0,0,5.459586,57.45153,0.4722,5.811141
1999,"""DETROIT, MI""","""SAN DIEGO, CA""",595,1958,378,240,0.394,7.579679,0,1,0,5.480639,57.45153,0.394,5.934894
2000,"""DETROIT, MI""","""SAN DIEGO, CA""",595,1958,443,241,0.3553,7.579679,0,0,1,5.484797,57.45153,0.3553,6.09357
1997,"""DETROIT, MI""","""SAN FRANCISCO, CA""",596,2080,598,304,0.6741,7.640123,0,0,0,5.717028,58.37149,0.6741,6.393591
1998,"""DETROIT, MI""","""SAN FRANCISCO, CA""",596,2080,651,277,0.6228,7.640123,1,0,0,5.624018,58.37149,0.6228,6.478509
1999,"""DETROIT, MI""","""SAN FRANCISCO, CA""",596,2080,572,348,0.5725,7.640123,0,1,0,5.852202,58.37149,0.5725,6.349139
2000,"""DETROIT, MI""","""SAN FRANCISCO, CA""",596,2080,646,341,0.541,7.640123,0,0,1,5.831882,58.37149,0.541,6.470799
1997,"""DETROIT, MI""","""SAN JOSE, CA""",597,2066,249,212,0.5912,7.633369,0,0,0,5.356586,58.26833,0.5912,5.517453
1998,"""DETROIT, MI""","""SAN JOSE, CA""",597,2066,181,262,0.4256,7.633369,1,0,0,5.568345,58.26833,0.4256,5.198497
1999,"""DETROIT, MI""","""SAN JOSE, CA""",597,2066,186,237,0.33,7.633369,0,1,0,5.46806,58.26833,0.33,5.225747
2000,"""DETROIT, MI""","""SAN JOSE, CA""",597,2066,189,270,0.2337,7.633369,0,0,1,5.598422,58.26833,0.2337,5.241747
1997,"""DETROIT, MI""","""SANTA ANA, CA""",598,1962,320,262,0.6797,7.58172,0,0,0,5.568345,57.48248,0.6797,5.768321
1998,"""DETROIT, MI""","""SANTA ANA, CA""",598,1962,226,305,0.6392,7.58172,1,0,0,5.720312,57.48248,0.6392,5.420535
1999,"""DETROIT, MI""","""SANTA ANA, CA""",598,1962,198,369,0.6381,7.58172,0,1,0,5.910797,57.48248,0.6381,5.288267
2000,"""DETROIT, MI""","""SANTA ANA, CA""",598,1962,198,324,0.4225,7.58172,0,0,1,5.780744,57.48248,0.4225,5.288267
1997,"""DETROIT, MI""","""SARASOTA, FL""",599,1024,156,168,0.7324,6.931472,0,0,0,5.123964,48.0453,0.7324,5.049856
1998,"""DETROIT, MI""","""SARASOTA, FL""",599,1024,152,159,0.7001,6.931472,1,0,0,5.068904,48.0453,0.7001,5.02388
1999,"""DETROIT, MI""","""SARASOTA, FL""",599,1024,145,170,0.7699,6.931472,0,1,0,5.135798,48.0453,0.7699,4.976734
2000,"""DETROIT, MI""","""SARASOTA, FL""",599,1024,75,186,0.3924,6.931472,0,0,1,5.225747,48.0453,0.3924,4.317488
1997,"""DETROIT, MI""","""SEATTLE, WA""",600,1928,373,249,0.7798001,7.564239,0,0,0,5.517453,57.2177,0.7798001,5.921578
1998,"""DETROIT, MI""","""SEATTLE, WA""",600,1928,338,290,0.6483,7.564239,1,0,0,5.669881,57.2177,0.6483,5.823046
1999,"""DETROIT, MI""","""SEATTLE, WA""",600,1928,348,289,0.5737,7.564239,0,1,0,5.666427,57.2177,0.5737,5.852202
2000,"""DETROIT, MI""","""SEATTLE, WA""",600,1928,388,289,0.5896,7.564239,0,0,1,5.666427,57.2177,0.5896,5.961005
1997,"""DETROIT, MI""","""ST. LOUIS, MO""",601,440,982,81,0.4133,6.086775,0,0,0,4.394449,37.04883,0.4133,6.889591
1998,"""DETROIT, MI""","""ST. LOUIS, MO""",601,440,1063,77,0.3705,6.086775,1,0,0,4.343805,37.04883,0.3705,6.968851
1999,"""DETROIT, MI""","""ST. LOUIS, MO""",601,440,1096,78,0.374,6.086775,0,1,0,4.356709,37.04883,0.374,6.999423
2000,"""DETROIT, MI""","""ST. LOUIS, MO""",601,440,1043,95,0.352,6.086775,0,0,1,4.553877,37.04883,0.352,6.949856
1997,"""DETROIT, MI""","""TAMPA, FL""",602,983,1031,119,0.635,6.890609,0,0,0,4.779123,47.4805,0.635,6.938284
1998,"""DETROIT, MI""","""TAMPA, FL""",602,983,1148,114,0.5535,6.890609,1,0,0,4.736198,47.4805,0.5535,7.045776
1999,"""DETROIT, MI""","""TAMPA, FL""",602,983,1139,129,0.5806,6.890609,0,1,0,4.859812,47.4805,0.5806,7.037906
2000,"""DETROIT, MI""","""TAMPA, FL""",602,983,1138,150,0.5296,6.890609,0,0,1,5.010635,47.4805,0.5296,7.037028
1997,"""DETROIT, MI""","""WASHINGTON, DC""",603,400,680,226,0.9017,5.991465,0,0,0,5.420535,35.89765,0.9017,6.522093
1998,"""DETROIT, MI""","""WASHINGTON, DC""",603,400,634,209,0.8845,5.991465,1,0,0,5.342334,35.89765,0.8845,6.452049
1999,"""DETROIT, MI""","""WASHINGTON, DC""",603,400,791,195,0.9,5.991465,0,1,0,5.273,35.89765,0.9,6.673298
2000,"""DETROIT, MI""","""WASHINGTON, DC""",603,400,728,229,0.8558,5.991465,0,0,1,5.433722,35.89765,0.8558,6.590301
1997,"""DETROIT, MI""","""WEST PALM BEACH, FL""",604,1087,342,171,0.7745,6.991177,0,0,0,5.141664,48.87656,0.7745,5.834811
1998,"""DETROIT, MI""","""WEST PALM BEACH, FL""",604,1087,554,131,0.5903,6.991177,1,0,0,4.875197,48.87656,0.5903,6.317165
1999,"""DETROIT, MI""","""WEST PALM BEACH, FL""",604,1087,645,127,0.592,6.991177,0,1,0,4.844187,48.87656,0.592,6.46925
2000,"""DETROIT, MI""","""WEST PALM BEACH, FL""",604,1087,513,156,0.552,6.991177,0,0,1,5.049856,48.87656,0.552,6.240276
1997,"""DETROIT, MI""","""WHITE PLAINS, NY""",605,505,210,250,0.9487,6.224558,0,0,0,5.521461,38.74512,0.9487,5.347107
1998,"""DETROIT, MI""","""WHITE PLAINS, NY""",605,505,196,204,0.938,6.224558,1,0,0,5.31812,38.74512,0.938,5.278115
1999,"""DETROIT, MI""","""WHITE PLAINS, NY""",605,505,182,230,0.9332,6.224558,0,1,0,5.438079,38.74512,0.9332,5.204007
2000,"""DETROIT, MI""","""WHITE PLAINS, NY""",605,505,195,237,0.9286,6.224558,0,0,1,5.46806,38.74512,0.9286,5.273
1997,"""EL PASO, TX""","""HOUSTON, TX""",606,677,391,139,0.6483,6.517671,0,0,0,4.934474,42.48004,0.6483,5.968708
1998,"""EL PASO, TX""","""HOUSTON, TX""",606,677,361,155,0.6529,6.517671,1,0,0,5.043425,42.48004,0.6529,5.888878
1999,"""EL PASO, TX""","""HOUSTON, TX""",606,677,378,146,0.5951,6.517671,0,1,0,4.983607,42.48004,0.5951,5.934894
2000,"""EL PASO, TX""","""HOUSTON, TX""",606,677,372,159,0.6358,6.517671,0,0,1,5.068904,42.48004,0.6358,5.918894
1997,"""EL PASO, TX""","""LAS VEGAS, NV""",607,584,422,82,0.5946,6.369901,0,0,0,4.406719,40.57564,0.5946,6.045005
1998,"""EL PASO, TX""","""LAS VEGAS, NV""",607,584,405,88,0.552,6.369901,1,0,0,4.477337,40.57564,0.552,6.003887
1999,"""EL PASO, TX""","""LAS VEGAS, NV""",607,584,392,101,0.6235,6.369901,0,1,0,4.61512,40.57564,0.6235,5.971262
2000,"""EL PASO, TX""","""LAS VEGAS, NV""",607,584,423,100,0.6626,6.369901,0,0,1,4.60517,40.57564,0.6626,6.047372
1997,"""EL PASO, TX""","""LOS ANGELES, CA""",608,714,457,114,0.8411,6.570883,0,0,0,4.736198,43.1765,0.8411,6.124683
1998,"""EL PASO, TX""","""LOS ANGELES, CA""",608,714,444,120,0.861,6.570883,1,0,0,4.787492,43.1765,0.861,6.095825
1999,"""EL PASO, TX""","""LOS ANGELES, CA""",608,714,441,126,0.8566,6.570883,0,1,0,4.836282,43.1765,0.8566,6.089045
2000,"""EL PASO, TX""","""LOS ANGELES, CA""",608,714,425,133,0.8586,6.570883,0,0,1,4.890349,43.1765,0.8586,6.052089
1997,"""EL PASO, TX""","""ONTARIO, CA""",609,671,119,114,0.7694,6.508769,0,0,0,4.736198,42.36407,0.7694,4.779123
1998,"""EL PASO, TX""","""ONTARIO, CA""",609,671,118,120,0.7662,6.508769,1,0,0,4.787492,42.36407,0.7662,4.770685
1999,"""EL PASO, TX""","""ONTARIO, CA""",609,671,109,124,0.6726,6.508769,0,1,0,4.820282,42.36407,0.6726,4.691348
