state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn,dkids,dpost,dkidsdpost,onekid,twokid,onepost,twopost,dpost92,dkidpost92
31,1994,5.5,2,1,7960.020243,6497.975709,22,11,1,1.462044534,1,1,1,0,1,0,1,1,1
31,1994,5.5,9,0,14720.08097,216.5991903,31,9,0,14.50348178,1,1,1,0,1,0,1,1,1
31,1994,5.5,1,1,0,0,41,11,0,0,1,1,1,1,0,1,0,1,1
31,1994,5.5,3,1,4349.311741,1755.536437,46,10,0,2.593775304,1,1,1,0,1,0,1,1,1
32,1994,4.900000095,5,0,14093.02632,12008.25911,35,9,1,2.084767207,1,1,1,0,1,0,1,1,1
32,1994,4.900000095,0,0,7406.609312,5414.979757,51,10,1,1.991629555,0,1,0,0,0,0,0,1,0
32,1994,4.900000095,0,0,24095.57692,23825.91093,50,11,1,0.269665992,0,1,0,0,0,0,0,1,0
32,1994,4.900000095,2,0,2425.910931,0,22,10,0,2.425910931,1,1,1,0,1,0,1,1,1
32,1994,4.900000095,0,0,7256.072875,6497.975709,46,9,1,0.758097166,0,1,0,0,0,0,0,1,0
32,1994,4.900000095,1,0,17917.08502,15161.94332,37,9,1,2.7551417,1,1,1,1,0,1,0,1,1
32,1994,4.900000095,2,0,45382.94534,45382.94534,37,10,1,0,1,1,1,0,1,0,1,1,1
32,1994,4.900000095,0,0,29537.63158,19493.92713,52,9,1,10.04370445,0,1,0,0,0,0,0,1,0
32,1994,4.900000095,0,0,14620.44534,14620.44534,29,10,1,0,0,1,0,0,0,0,0,1,0
32,1994,4.900000095,0,0,6555.374494,0,50,11,0,6.555374494,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,0,10268.96761,0,35,9,0,10.26896761,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,3,0,5705.222672,0,24,11,0,5.705222672,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,1,19493.92713,19493.92713,46,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,1,0,3594.463563,389.8785425,39,10,1,3.20458502,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,0,29433.66397,29240.89069,42,10,1,0.192773279,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,4652.550607,0,52,7,0,4.652550607,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,4769.51417,0,35,11,0,4.76951417,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,4509.595142,0,52,10,0,4.509595142,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,0,20793.52227,10396.76113,38,10,1,10.39676113,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,9746.963563,9746.963563,22,7,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,0,10396.76113,1299.595142,25,11,1,9.097165992,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,3,1,25284.70648,270.7489879,27,11,0,25.01395749,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,0,12237.85425,12237.85425,26,10,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,7110.951417,0,48,10,0,7.110951417,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,0,6121.093117,0,31,9,0,6.121093117,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,2,0,10097.85425,0,35,10,0,10.09785425,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,4,1,19775.50607,17327.93522,33,7,1,2.44757085,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,0,17112.41903,17111.33603,33,10,1,0.001082996,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,1,10743.31984,8663.967611,24,9,1,2.079352227,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,0,0,48,9,0,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,34655.87045,34655.87045,46,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,3,1,5412.813765,0,22,9,0,5.412813765,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,43130.31377,43130.31377,42,11,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,0,0,20,11,0,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,5653.238866,0,53,11,0,5.653238866,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,1,4331.983806,0,33,9,0,4.331983806,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,5979.220648,0,41,9,0,5.979220648,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,5796.194332,0,45,9,0,5.796194332,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,5926.153846,0,45,10,0,5.926153846,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,0,20594.25101,18410.93117,49,9,1,2.183319838,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,5796.194332,0,44,10,0,5.796194332,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,4678.54251,0,39,3,0,4.67854251,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,1,12107.89474,11371.45749,39,10,1,0.736437247,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,0,5536.275304,0,51,9,0,5.536275304,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,4509.595142,0,33,11,0,4.509595142,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,6705.910931,0,47,10,0,6.705910931,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,1,4951.45749,0,28,11,0,4.95145749,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,0,27533.00607,14078.94737,36,10,1,13.4540587,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,20074.41296,20074.41296,20,9,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,0,0,22,11,0,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,38304.48381,35284.0081,53,10,1,3.020475709,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,7797.57085,7797.57085,51,7,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,11696.35628,11696.35628,39,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,1,0,13598.09717,12995.95142,22,10,1,0.602145749,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,2,0,3768.825911,0,29,7,0,3.768825911,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,16760.44534,8663.967611,45,10,1,8.096477733,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,0,7017.813765,0,31,9,0,7.017813765,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,2,1,18952.42915,18952.42915,20,9,0,0,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,0,3261.983806,2937.08502,34,11,1,0.324898785,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,7538.734818,6783.88664,51,11,1,0.754848178,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,8096.477733,0,31,9,0,8.096477733,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,12568.16802,0,48,11,0,12.56816802,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,1,44012.95547,39226.11336,50,3,1,4.786842105,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,1,22742.91498,22742.91498,29,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,2,1,20693.88664,0,38,9,0,20.69388664,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,1,13212.55061,13212.55061,46,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,0,15901.62956,15161.94332,53,10,1,0.739686235,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,12237.85425,12237.85425,50,7,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,0,0,40,11,0,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,1540.020243,0,43,10,0,1.540020243,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,0,9318.097166,0,47,7,0,9.318097166,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,7369.787449,0,52,7,0,7.369787449,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,33789.47368,33789.47368,40,11,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,0,0,28,9,0,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,2001.376518,0,42,11,0,2.001376518,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,15985.02024,15768.42105,40,7,1,0.21659919,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,4331.983806,4331.983806,21,9,0,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,1527.024292,1527.024292,24,10,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,4769.51417,0,49,11,0,4.76951417,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,1,33735.32389,9313.765182,22,7,1,24.4215587,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,39096.15385,39096.15385,28,11,1,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,0,71148.50202,39984.21053,36,3,1,31.1642915,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,0,2144.331984,0,20,11,0,2.144331984,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,14715.74899,13169.23077,42,7,1,1.546518219,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,0,36388.66397,32489.87854,46,11,1,3.898785425,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,3248.987854,0,21,10,0,3.248987854,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,15486.84211,15161.94332,42,11,1,0.324898785,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,0,1,42150.20243,38987.85425,27,7,1,3.162348178,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,0,5380.323887,0,30,10,0,5.380323887,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,2,1,7377.368421,0,40,11,0,7.377368421,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,1,11263.1579,11263.1579,34,7,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,0,19552.40891,12995.95142,39,11,1,6.55645749,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,2,1,6147.08502,0,43,11,0,6.14708502,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,0,2615.435223,2615.435223,54,9,0,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,1,0,649.7975709,649.7975709,20,11,1,0,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,1,16244.93927,16244.93927,46,11,0,0,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,5,1,6121.093117,0,29,11,0,6.121093117,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,3,1,6497.975709,1624.493927,26,3,1,4.873481781,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,0,1,9582.348178,5414.979757,46,7,0,4.167368421,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,4,1,6303.036437,0,22,11,0,6.303036437,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,4,1,5394.402834,1.082995951,28,11,1,5.393319838,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,1,0,4353.643725,0,49,9,0,4.353643725,1,1,1,1,0,1,0,1,1
33,1994,5.699999809,0,0,75347.27733,67914.67611,20,11,1,7.432601215,0,1,0,0,0,0,0,1,0
33,1994,5.699999809,3,1,44012.95547,39226.11336,20,10,0,4.786842105,1,1,1,0,1,0,1,1,1
33,1994,5.699999809,5,1,33139.67611,14078.94737,39,11,0,19.06072875,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,1,29958.917,23825.91093,43,10,1,6.133006073,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,0,5952.145749,0,44,0,0,5.952145749,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,4,0,671.4574899,216.5991903,24,11,1,0.4548583,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,3,1,0,0,28,11,0,0,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,1,4184.696356,0,34,11,0,4.184696356,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,1,3812.145749,3812.145749,20,11,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,3,1,11436.43725,0,35,11,0,11.43643725,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,1,16273.09717,0,39,11,0,16.27309717,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,21327.43927,0,42,0,0,21.32743927,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,6913.846154,0,50,10,0,6.913846154,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,1,3801.31579,0,25,10,0,3.80131579,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,2,1,6673.421053,0,46,7,0,6.673421053,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,0,10829.95951,10829.95951,35,11,1,0,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,1,17046.35628,12237.85425,45,11,1,4.808502024,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,33994.15992,33864.20041,52,7,1,0.129959514,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,3,1,4043.906883,0,32,11,0,4.043906883,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,4,0,16264.4332,2956.578947,33,10,1,13.30785425,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,1,12298.50202,2165.991903,47,11,1,10.13251012,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,0,108.2995951,108.2995951,41,7,0,0,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,3,1,6225.060729,0,23,10,0,6.225060729,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,7031.892713,0,53,11,0,7.031892713,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,128449.8178,106669.6862,24,11,1,21.78013158,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,1,909.7165992,259.9190283,40,0,1,0.649797571,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,3,0,8137.631579,0,24,7,0,8.137631579,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,12520.51619,0,41,7,0,12.52051619,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,0,10002.55061,281.5789474,45,7,1,9.72097166,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,128449.8178,106669.6862,28,10,1,21.78013158,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,1,12114.39271,7580.97166,38,10,1,4.533421053,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,1,12294.17004,0,31,7,0,12.29417004,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,1,8663.967611,8663.967611,35,10,1,0,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,0,12172.87449,9573.684211,40,9,1,2.599190283,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,10829.95951,10829.95951,54,11,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,88318.31984,82849.19028,36,11,1,5.469129555,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,17977.73279,16244.93927,48,11,0,1.732793522,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,0,8009.838057,6173.076923,28,10,1,1.836761134,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,0,5209.210526,0,24,10,0,5.209210526,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,2,1,5997.631579,5087.91498,31,10,1,0.909716599,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,0,6633.350202,2707.489879,22,11,1,3.925860324,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,0,26620.04049,3984.342105,53,9,1,22.63569838,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,0,30397.53036,21.65991903,41,11,0,30.37587045,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,44940,27616.39676,32,7,0,17.32360324,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,24058.75506,23544.33198,42,7,1,0.514423077,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,6443.825911,6443.825911,31,10,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,11489.50405,0,45,10,0,11.48950405,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,61842.31781,54347.98583,37,11,1,7.494331984,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,17869.4332,0,46,0,0,17.8694332,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,1,6454.65587,0,24,11,0,6.45465587,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,0,14078.94737,14078.94737,48,11,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,0,10105.43522,0,37,10,0,10.10543522,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,1,4597.317814,2599.190283,39,11,1,1.99812753,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,31739.36235,0,40,7,0,31.73936235,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,4,0,3688.684211,0,23,9,0,3.688684211,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,1,14291.21458,7580.97166,32,11,1,6.710242915,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,1,0,0,27,11,0,0,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,5,1,9151.31579,0,35,10,0,9.15131579,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,3,1,6523.967611,0,22,10,0,6.523967611,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,64873.62348,60647.77328,32,10,1,4.225850202,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,0,0,51,10,0,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,3,1,7147.773279,3898.785425,44,10,1,3.248987854,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,2,0,51793.19838,15161.94332,20,11,1,36.63125506,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,10831.04251,10829.95951,32,11,1,0.001082996,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,1,11912.95547,9530.364373,38,11,1,2.382591093,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,0,0,0,22,7,0,0,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,1,1,11774.33198,2105.34413,22,11,1,9.668987854,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,3,1,7433.684211,7433.684211,27,11,1,0,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,0,5523.279352,0,39,9,0,5.523279352,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,2,1,16273.09717,0,22,10,0,16.27309717,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,16695.46559,16695.46559,42,10,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,0,0,47,10,0,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,9736.133603,1559.51417,38,11,0,8.176619433,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,4,1,15283.23887,0,24,11,0,15.28323887,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,3,1,76051.2247,64866.04251,22,10,1,11.18518219,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,18515.98178,0,21,7,0,18.51598178,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,8767.935223,0,42,11,0,8.767935223,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,12995.95142,12995.95142,20,9,1,0,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,4652.550607,0,44,10,0,4.652550607,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,34621.21458,0,46,11,0,34.62121458,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,6,1,5068.421053,0,37,11,0,5.068421053,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,3,0,22742.91498,0,36,7,0,22.74291498,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,1,0,4331.983806,4331.983806,22,11,1,0,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,0,8447.368421,0,44,11,0,8.447368421,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,18667.60122,14078.94737,20,10,0,4.588653846,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,0,14208.90688,6173.076923,30,10,1,8.03582996,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,10831.04251,10829.95951,26,10,1,0.001082996,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,0,60786.39676,55232.79352,21,11,0,5.553603239,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,1,0,32346.92308,25991.90283,24,10,0,6.355020243,1,1,1,1,0,1,0,1,1
34,1994,5.900000095,0,0,6496.892713,5944.564777,48,9,1,0.552327935,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,2,1,3248.987854,0,22,10,0,3.248987854,1,1,1,0,1,0,1,1,1
34,1994,5.900000095,0,0,13042.52024,12995.95142,42,11,1,0.046568826,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,35985.78947,17327.93522,26,9,0,18.65785425,0,1,0,0,0,0,0,1,0
34,1994,5.900000095,0,1,4769.51417,0,38,11,0,4.76951417,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,1,14309.62551,7797.57085,52,11,0,6.512054656,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,2,1,7152.105263,0,34,11,0,7.152105263,1,1,1,0,1,0,1,1,1
35,1994,4.699999809,0,0,12454.45344,12454.45344,43,9,1,0,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,4,1,19360.71862,12914.72672,34,9,0,6.445991903,1,1,1,0,1,0,1,1,1
35,1994,4.699999809,0,0,5414.979757,5414.979757,33,11,1,0,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,1,0,4126.214575,0,34,11,0,4.126214575,1,1,1,1,0,1,0,1,1
35,1994,4.699999809,4,1,8459.281377,0,27,11,0,8.459281377,1,1,1,0,1,0,1,1,1
35,1994,4.699999809,1,0,11084.46356,8079.149798,47,10,1,3.005313765,1,1,1,1,0,1,0,1,1
35,1994,4.699999809,0,0,60652.10526,50977.70243,52,11,1,9.674402834,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,1,0,16387.89474,4873.481781,32,9,1,11.51441296,1,1,1,1,0,1,0,1,1
35,1994,4.699999809,0,0,6514.220648,6497.975709,39,11,1,0.016244939,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,1,0,24704.22065,19493.92713,28,11,1,5.210293522,1,1,1,1,0,1,0,1,1
35,1994,4.699999809,1,0,11064.96964,5577.42915,34,10,1,5.487540486,1,1,1,1,0,1,0,1,1
35,1994,4.699999809,0,1,4597.317814,2599.190283,47,11,1,1.99812753,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,0,10557.04453,3357.287449,53,7,1,7.199757085,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,0,758.097166,758.097166,28,9,1,0,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,0,28817.43927,24849.34211,49,11,1,3.968097166,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,1,27382.46964,0,29,9,0,27.38246964,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,0,6415.668016,5531.94332,21,11,1,0.883724696,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,2,0,4294.078947,0,29,11,0,4.294078947,1,1,1,0,1,0,1,1,1
35,1994,4.699999809,0,0,703.9473684,703.9473684,40,9,1,0,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,0,1,0,0,32,7,0,0,0,1,0,0,0,0,0,1,0
35,1994,4.699999809,2,0,13749.7166,0,24,11,0,13.7497166,1,1,1,0,1,0,1,1,1
41,1994,4,4,1,11046.5587,11046.5587,33,10,0,0,1,1,1,0,1,0,1,1,1
41,1994,4,0,0,10930.67814,0,27,7,0,10.93067814,0,1,0,0,0,0,0,1,0
41,1994,4,1,0,5679.230769,0,20,11,0,5.679230769,1,1,1,1,0,1,0,1,1
41,1994,4,0,0,8880.566802,8663.967611,31,11,1,0.21659919,0,1,0,0,0,0,0,1,0
41,1994,4,0,0,13019.77733,12995.95142,22,10,1,0.023825911,0,1,0,0,0,0,0,1,0
41,1994,4,1,0,9296.437247,7873.380567,28,10,1,1.42305668,1,1,1,1,0,1,0,1,1
41,1994,4,2,0,9974.392713,5631.578947,31,11,1,4.342813765,1,1,1,0,1,0,1,1,1
41,1994,4,1,0,46763.76518,45377.53036,21,9,1,1.386234818,1,1,1,1,0,1,0,1,1
41,1994,4,2,0,10613.36032,2815.789474,30,9,1,7.79757085,1,1,1,0,1,0,1,1,1
41,1994,4,3,1,17334.4332,5050.010122,35,11,1,12.28442308,1,1,1,0,1,0,1,1,1
42,1994,3.700000048,0,0,23706.78138,23663.46154,48,10,1,0.043319838,0,1,0,0,0,0,0,1,0
42,1994,3.700000048,0,0,20955.97166,305.4048583,42,0,1,20.6505668,0,1,0,0,0,0,0,1,0
42,1994,3.700000048,4,0,14945.34413,9746.963563,42,9,0,5.198380567,1,1,1,0,1,0,1,1,1
43,1994,4.900000095,0,0,11.91295547,0,30,11,0,0.011912955,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,0,25369.18016,25342.10526,40,10,1,0.027074899,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,0,22597.79352,3335.62753,52,7,1,19.26216599,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,1,0,0,47,11,0,0,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,0,14491.56883,0,29,0,0,14.49156883,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,0,5306.680162,5306.680162,42,10,1,0,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,1,1,7580.97166,7580.97166,24,11,1,0,1,1,1,1,0,1,0,1,1
43,1994,4.900000095,1,0,5959.726721,5943.481781,24,11,1,0.016244939,1,1,1,1,0,1,0,1,1
43,1994,4.900000095,4,1,4331.983806,4331.983806,28,11,1,0,1,1,1,0,1,0,1,1,1
43,1994,4.900000095,0,1,5952.145749,0,41,7,0,5.952145749,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,0,17018.19838,16786.43725,53,11,1,0.231761134,0,1,0,0,0,0,0,1,0
43,1994,4.900000095,0,1,0,0,40,11,0,0,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,0,0,16244.93927,16244.93927,52,10,1,0,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,0,0,5212.459514,5209.210526,53,7,1,0.003248988,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,0,0,14312.87449,9638.663968,38,9,1,4.674210526,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,0,0,19060.72875,19060.72875,36,0,1,0,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,0,0,0,0,24,11,0,0,0,1,0,0,0,0,0,1,0
44,1994,3.900000095,1,0,40493.21862,39345.24292,50,11,1,1.147975709,1,1,1,1,0,1,0,1,1
45,1994,3.299999952,0,0,5952.145749,0,53,7,0,5.952145749,0,1,0,0,0,0,0,1,0
45,1994,3.299999952,1,0,24787.61134,22526.31579,20,11,0,2.261295547,1,1,1,1,0,1,0,1,1
45,1994,3.299999952,0,0,43.31983806,0,25,11,0,0.043319838,0,1,0,0,0,0,0,1,0
